label,text,cuisine,price_range
1,We ordered the Spinach Linguini (take out)... this dish was nothing but linguini and a few pieces of spinach and maybe 3 small pieces of chicken.  I'm appalled the cost ($13.95) of this dish considering it was only pasta.  The only reason this review gets two stars is because the flavor was decent.  This is our second time getting ripped off by Times Square! We were willing to give them a second try but regret it.  WE WILL NOT BE BACK!,Italian,1.0
3,"I came here for lunch, and for $20 it was well worth it. They had a pretty good selection of food, and everything I had was great. Near the back, you will drool as you watch the cooks grill tasty meats. There was also the standard king crab legs and shrimp, even for lunch. A few things that stood out for me were the pot pies and the custom-made crepes. I think I'll have to come back here during dinner for round 2.",Unknown,1.0
3,"You must come hungry! There are so many choices, so best to do walk thru first to see what is on offer. Nothing worse than piling lots of food on your plate you won't eat, then getting another plate to try other dishes.\nMy husband doesn't eat meat, gluten, and dairy, so the chef took him for a tour to show him the vegan dishes. So nice this is offered! \nThe dessert is also abundant, do a walk thru with this too. My favorite was the gelato, around 5-6 different flavors. Loved the vanilla bean and coffee. \nI'd come back to this buffet. For all that is offered the price is reasonable. Add $15 for unlimited sparking wine, wine, and beer. I didn't choose it, but it's nice they have that option!",Unknown,1.0
2,"visited Settebello yesterday for a to-go lunch order.  I went with the \""settebello\"" pizza ($13.50) - sausage, pancetta, mushrooms and pine nuts.  After ordering, walked down to Rocket Fizz to pick-up a few \""artisan\"" sodas.  Returned just in time to pick up pizza and go my way.\n\nI felt the pizza was undercooked - very slight charring on the top of the pizza crust,  The mozzarella was not melted, a boatload of pine nuts, yet very light on mushroom..  Still, the flavors were there - especially liked the sausage and the pancetta.  I'm hoping this is simply a \"" working out the kinks\"" situation yet I wonder since at the time I entered the restaurant, I only saw 3 customers - what happens when there are 30 customers ???\n\nI'll return",Italian,1.0
1,"First let me start by saying I found Nathalie's by browsing groupon.Prior to purchasing the groupon I called to verify the detail and ensure it covered what I needed (grooming of a lab), I was told yes and set up an appt for the next day. Upon arrival I was told it does NOT cover the cut of a lab and I would incur an extra fee, I was slightly irritated since I had already spoken to someone prior to my purchase but I said ok and asked how much... The response was \""I didn't know you had a groupon, I'm not sure, I'll let you know\"" I didn't like it being left open ended but thought it couldn't be more than $10-20 and I would still be getting a good deal so it's fine and I left her. Let me also add here that prior to leaving and when filling out my paperwork I alerted them my lab is older and her hips are bad to please be careful. A few hours later we came back to pick her up, I was told I needed to pay $35 more for the cut and because they had to hold her up to shave her. That's literally double the cost of the groupon I purchased! Also, my lab is old but she can stand and I have NEVER had a problem or been charged extra for grooming her bc of her age. We were told the normal price for a groom of a lab was $65 (we would be paying $70) and to consider it as getting the spa package for free which was actually supposed to already have been a part of the groupon I had purchased. I asked to speak with the groomer bc I was not paying an extra $35... I agreed to pay extra for the cut but I refused to pay double, I was told she had no idea I had a groupon (not sure why that even matters, a groom is a groom regardless of the payment) no idea it was a lab, or that she was older. I clearly stated a lab when I made my appt, I also let Nathalie know about her hips when I signed her in. The groomer finally agreed and said I did not have to pay the extra $35 but I'm still in awe of the extra money they tried to get out of us. They should not run a groupon if you can't afford to take the loss on money to gain new clients, I felt scammed. I also have to add the job was not done well... After this \""spa package\"" and bath she came home with goop still in her eye, she had some kind of gross something on her tail, and there were several areas of long hair left that was uncut. Nathalie was nice in greeting us, but the groomer was awful and I don't think we will be back...",Unknown,1.0
3,For $6.00 you get a great car wash that includes someone to hand dry your vechile. It also includes free vacuum use and they literally have 20 covered vacuum stations. They also have a floor mat cleaning machine that you put the mat in and it comes out pretty clean. All included for the price of the wash. Don't forget to get the frequent wash card. Buy 9 washes and the 10th wash is free!,Unknown,1.0
2,"For $2 a ride, it's a cheap way to see the Strip and the people on it are a mixed crowd.  There was a combination of couples, families, and flat out drunk crazy people.  I really feel sorry for the bus drivers that have to deal with these weird people.  It took about 45 minutes from the front of Paris to  Fremont Street.  The ride is really slow because there are so many stops and traffic get so slow on the Strip.  If you're not in a rush, the Deuce is the way to go.",Unknown,1.0
4,"The Creme de la Creme of Vegas buffets priced around $20!\n\ni like how the main dishes are served ala cart, tapas style.   Quality cuts of various meats: chicken, lamb, pork, and beef.    The trick to enjoying Wicked Spoon is to try a little of Everything.  \n\nSetting is very trendy.  Water is even served in stylish glass bottles (you feel like you paid for it!)  \n\nI'm cutting this review short because I overate and now have a serious case of food coma.",Unknown,1.0
0,"Paid to see the 4th of July fireworks in the observation deck of the Tower. It was the absolute worse experience ever!! Prices were $28 per person, it was crowded, hot, no view of anything and the worst singers/performance they could hire.  So bad that the overhead speakers kept going out and all you heard was very loud static.  It got so bad that everyone was chanting \""turn it off, turn it off\""! Save your money and don't go here. You can see it free from the sidewalk!",Unknown,1.0
0,"Terrible, terrible service!\n\nWe dined at Center Cut Steakhouse with a group of 25 this past weekend.  The waiters were so incredibly rude it was appalling.  First, our group was separated into two different tables in two different rooms with the doors open.  When we asked if we could have a separate check for each table, the waiter just looked at us and said \""No\"" and walked away without an apology or an explanation.  When I ordered a Caesar salad (which, by the way was a piece of lettuce with dressing, a cracker, one cherry tomato and an anchovy for $13), the waiter said, with disgust, \""that's it?\"" which I found to be insulting.  My husband ordered a prime rib for $37, which tasted average, and was literally a slab of meat on an otherwise empty plate.  The man who poured our water and delivered the bread to the table showed the only ounce of kindness out of anyone in the restaurant.  \n\nSince gratuity was included, we were forced to pay two individuals who treated us with absolute disrespect over $400 in gratuity.  I would not recommend this restaurant to anyone.",Unknown,1.0
2,"Everything you'd expect from a high end casino's buffet: Huge selection, decent quality foods, and overpriced admission.  I'm not saying that it was a bad experience; On the contrary, I enjoyed my visit.  But to me, in the end the food doesn't justify the price.  I'll elaborate.\n\nAs I mentioned, the food selection is quite extensive and diverse.  It seems every major nationality and ethnicity is represented somewhere in the buffet.  I'll use my gluttony as an example: My first plate consisted of asian-style stir fry and meats, with rice and an Asian soup.  My second plate was build-it-yourself tacos, with middle eastern style doughy stuff and meats.  My third plate was typical American, steak and trip-tip with potatoes and corn. The dessert section is fairly large too- lots of gelatos, cakes, and other sweet treats.  Overall, most of the food quality would range between very good to excellent.\n\nNow, even though the buffet is tasty and diverse, I still have a few negatives I can't quite get over:\nPrice- The buffet is great, but it's quality isn't much different from other buffets on the strip.  For example, the quality equals that of Planet Hollywood's buffet, and PH comes in at around $10 cheaper per person, with a shorter wait time. Which leads me to my next point...\nService- If you come during meal times, you're going to wait.  Unless you're a VIP, you wait to pay and wait again to be seated.  From the time we got in line until we got seated took about 40 minutes, which is kind of crazy for a lunch.  And after you're seated, if you're thirsty you are at the mercy of a server and must wait for beverages and refills. Which in our experience, was very lacking and slow. I went through two plates of food with an empty drink, and only received a refill when I flagged down a different passing server. \n\nSo in conclusion, the food was very good and the selection was great.  The price was steep and the service lackluster.  Next time I do a Vegas buffet, I'll probably try somewhere else where the cost is a bit more in line with the value.",Mexican,1.0
2,"First thank you to Yelp, Gabi and Sol Y Sombra for the gift card it made me go back and visit a lot quicker. I love the decor here! The booths are so comfy, you may never want to leave and that could be very dangerous here! Unfortunately I am with the minority on this one after this visit. I wanted to make it here for brunch but that didn't happen so dinner it was. There wasn't too many other parties it was pretty empty in there when we arrived. Off season and no Sommelier this day. We sat inside first and ordered some Peroni (am I the only one who finds an Italian beer here a little weird?) to drink. Some tomato bread which the server promptly corrected me \""You mean Pan con Tomate?!? Yes I wont touch that one. Then the Tortilla Espanola I tried those at the OYE already and they were delicous I would probably come here just for those!\n\nNow we had forgotten there was happy hour and were told it was only on the patio or at the bar, we thought it was a tad odd considering the place was so empty. So we decided we'd like to move out on the patio mind you HH was almost over. So the waitress tells us that we would have to close out the bill then move outside where she would be our server again. Huh?? The hub asked what he thought was a manager if it would be a problem he was just a waiter and told us \""Yes that will be a problem\"" so after a lot of looking at each other like WTF our waitress finally gets the manager please forgive me I am so bad w names people. He came over and told us we didnt have to move if we wanted that we could order off the HH menu. Thank you! At that time we decided to move outside anyway for the view, they helped move all our stuff over after that dilemma everything went pretty smoothly.\n\nWe continued with the soft lettuce it was really good the almonds were awesome but I cant say anything special about the sauce unfortunately. Next came the calamari def worth trying its a good size portion and worth every penny. The shrimp I will probably pass on next time they were ok not worth 4 for $16 eh I did not think they were that special tasting but they were big. Then there was the piquillo pepper it was stuffed with tuna I was expecting raw tuna or something not canned, it wasn't spicy at all. Think tuna salad but there was capers instead of pickles it wasnt anything special go for something else or I'd suggest it for lunch more than anything. We did not have any dessert nothing really appealed to us on the menu so we just ordered another round of drinks the mojito I had for desert was ok as well.\n\nThis place reminds me of the Scottsdale stereo type where I was not blown away by the food and the normal overpriced drinks I can see this being a neutral watering hole where the cougar and trout come out of their lairs to play simultaneously during the cooler months. I did not see anyone dressed up so I am guessing thats more of a night thing. Overall this experience was 2 stars the ambiance and the drinks get one more. Super Strong drinks here and with the possibility that I ordered the wrong things this time I will be back to try more stuff and figure out what I like. I want to give more stars I really really do,  hopefully things wont be too confusing next time.",Italian,1.0
2,"I'm not a huge fan of clubs, and this is no exception - I am a fan of hot broads in various states of undress, and this place has it in spades, but I hardly rank among the elite that could actually afford one here - read on and I'll show you what I mean.\n\nMe and my buddies were in Vegas for a long weekend and a buddy from LA had a friend (keep up) who got a table here, complete with bottle service.  My advice to any guy going to a club in Vegas, you NEED a table, otherwise you will be standing at the bar looking like a complete ZERO getting poked with side yabs and percodan hardons from various blowjobs and douchebags. \n\nArriving at the Venetian, standing atop the grand staircase outside the hallowed gateway into Tao, my buddy spent the first ten minutes on the phone w/our connection inside. The line was ridiculous (there were several lines, like trying to merge into the Lincoln Tunnel, lines for the haves and have nots), and we still had to grease our way in - again, we are dudes in Vegas, it is to be expected (and worth it to skip being swallowed up in the mass of would be clubgoers, waiting and waiting, babbling on their cell phones, baying like madmen in the DUCHESS OF MALFI). \n\nOnce inside, you are jostled through the entry tunnel, lined with bathtubs full of rose petals, through the bar area, and up another flight of stairs into the club proper.  The dance floor is ebbing and flowing like a turbulant sea, lights flashing overhead like heat lightening, and there are people EVERYWHERE.  At this point you've just wrecked your perfactly sculptured hair and wrinkled your pressed shirt as you are squeezing through the sweaty throng of nobodies who were either too cheap or too stupid to get a table, as you step on feet looking for a way out of this and saying, \""imagine if we didn't have a table, fuck this!\""\n\nWhen we finally got to our table, it was time to take a well deserved breath of relief and watch as the hot server, done up like a sex slave, pours out the vodka.  Other people with tables included some strange eurotrash dude that resembled a more junked out version of Keith Richards (if you can imagine that!) wearing a crushed black velvet tux with red silk shirt underneath, engaged in a very involved conversation with a hot piece of ass that was no doubt a RENTAL.  Again, dudes, be prepared to spend great boatloads of money to impress the broads here.  It takes more than a good line, you will actually need to LAY OUT the line of coke on the American Express Black to even get one of these harpies to raise an eyebrow.  \n\nAll in all, it was like a night spent in the Temple of Doom, minus the annoying lady that was sleeping with the director singing ANYTHING GOES in Chinese.",Chinese,1.0
1,"I went there once for Trivia.  I found their drinks to be watered down and quite expensive.  My wife and I ordered some apps as well, and I was not impressed at all.  I don't see what all the hype is about.",Unknown,3.0
0,"Visited Eide's when I was working in Pittsburgh.  I collect mostly toys so I spent a lot of time downstairs.  Let's just say that there is a reason the cliche exists of the old, fat, balding assholes with ponytails.  The group that trolls the sales counter are a bunch of scumbags.  Went in to buy something that they were selling for a total of $107.00, and they told me that if I waited a week they were having a giant sale and I could get it as an even better deal.  So I rolled the dice and took the chance.  Low and behold, it was still there, I was very happy, but when I went to pay, the item had suddenly risen in price by almost $75.00.  You could still see the level of dust that was there from how long it was sitting on the shelf.  You could also see the sticker over the old one.  When I called them on their shit, they didn't know whether to shit or wind their watch.  A bunch of deceitful assholes.  I'm willing to bet that it's still sitting there.  The rest of the place and employees were nice enough, but the toys stooges were a bunch of basement dwelling fuck tards.",Unknown,1.0
1,"I thought I liked this place, but after yesterday, I can say the food is mediocre. The cafe itself looks really nice and would lead you to believe it is expensive so of course the food had to be good....not today, might have just been the afternoon chefs at the time or something they normally do to all their food, but they use a lot of oil when they cook.\nI ordered the seared trout, and that thing was smothered with oil under, I had to keep drinking water, even the green beans that were on top were really oily. One of my friends had orderd some hash browns, although they came out extra crispy the way they like it, it was also drenched in oil. Onf of my friend's medium rare steak came out pretty damn well.\n\nBesides the food, service was good.",Unknown,3.0
3,"I fly - a lot - and I have to say that Sky Harbor is one of the better airports in the country. It's one of the highest volume airports yet it's reasonably well organized. I've heard that about 75% of the air traffic flows through Terminal 4 (that's where US Air and SouthWest fly out of). \n\nIf you've going to fly out of Phoenix very often my advice would be to start using US Air or SouthWest because a) it's a hub for both of them and b) you'll have much better flight choices and c) because of the competition, the prices tend to be better. The other terminals, by comparison, are nearly deserted. Terminals 2 and 3 have very limited food choices. Terminal 4 has improved a lot in that regard. \n\nThere is a lot of parking available, both on site and off site. The off site parking, naturally, is cheaper but you have to wait for the buses to bring you to the terminal. Compared to other airports of comparable size the on site parking is not that expensive. If it's a business trip and you are getting reimbursed for the parking, just park on site and save yourself the hassle. Honestly, the best way to get in and out of Sky Harbor is not to drive at all but to use a transportation service. I'm not talking about Stupper-Shuttle - don't get me started on them - but a real sedan service that will drop you at the curb and meet you at the security gate when you arrive back home. \n\nIf you can, print your boarding pass at home rather than waiting in line at the airport. The airline clubs, in my view, are a waste of money. As another reviewer pointed out, the wi-fi access is now free at Sky Harbor. I used to belong to the US Air club but let it lapse. The snacks are not that good, they were charging for drinks. Unless you are regularly connecting through Phoenix how much time are you really going to spend in the airport? Now if you're connecting and have a long layover then it might be worthwhile but otherwise I'd skip it. \n\nI got a laptop stolen here once so a word about security. If you have a laptop computer, put it through the x-ray machine last and don't take your eye off it for a moment. Particularly if it's very busy.",Unknown,1.0
3,"Looking for an inexpensive option Downtown before a show for a quick bite. This is the first place that came to mind. My friends wanted a little drinky poo before the show and my fella and I needed a snack. I ordered the garlic cheesy bread appetizer and he ordered the wings. My friends tried the nachos along with a mango hef that was on special. \n\nEveryone really enjoyed their food and drinks. Service was slow, but they were really crowded and our waitress always made the effort to get things to us quickly as possible. Best of all, our meal was cheap. Like really cheap. That made the meal all the better. \n\nI'll definitely be back when I'm in the area!",Unknown,1.0
1,"I think im done with Ghost Bar. This use to be my chill spot to take out of town visitors to impress them with the view, atmosphere and the mild party vibe. This last Friday i made list arrangements with a NEW promoter with the N9NE Group which i think is what F'ed me. My regular girl has been MIA for a while and so i needed to act fast and find somebody so i settled for this. Just myself with 3 girls on the list should not have been a problem. Had to do something new this time and check in at LA Tan in the palms (that was weird #1) as i never did this and was given a ticket that looked like i was going to see Shrek at the movies. Did the usual and got to the rope to find the Clipboard Master to drop a name and was told that these dumb ass tickets i got from La Tan still made me wait in line (weird #2) as why make previous arrangements to stand in line? So since im anti Disneyland lines i gave security a $50 shake and got passed that hurdle. Then when i got to the register... guess what i had to pay $25 to get in (weird #3). Im sorry but this has never happened in the past when dealing with the promoters ahead of time and making sure i kept their guy girl ratios in mind and favorable toward the girls obviously. So $75 bucks later im in Ghost Bar...and a little annoyed. \nFirst round of drinks i worked toward the outside bar to the left only to find out that they dont have Seagram's 7 for my 7&7... say WUT! Really? Your gonna charge me $15 for a drink and you cant even carry the basic essentials behind your bar... fine ill take a Maker's Mark and coke which was made horribly as i like to enjoy my drinks and this was WAY too strong. The second round was bought at the main bar where they had everything and made alright but the wait was retarded, as it would be way more efficient if they stocked the outdoor bars properly. \nBeside the negatives Ghost Bar still obviously remains to be a great view of the city with a decent DJ at times and an overall decent feel. But could be improved upon quite a bit to make the place worth spending the $15/ drink prices a more enjoyable experience. This was my last run to Ghost Bar since the issues at the door were slightly embarrassing and honestly ridiculous, i dont know if i have N9NE Group to thank for that or the actual bar/club but either way ill spend my money elsewhere where the service is more appreciative. I think Ghost Bar needs to take a step back and improve upon a few things but doubtful that will happen.",Unknown,1.0
3,"The concept of this place is very simple. You come in, you sit down, you grab whatever you want to eat and each dish is color priced. The highest price I believe is 2.50. I got 5 plates of food and a drink and that ended up to be $7. That's it. Cheap sushi! Best of all, although the sushi isn't perfect, its pretty damn good for what you are paying for and the experience. It was simply delicious, i'm coming back!",Japanese,1.0
1,Very friendly staff but I honestly liked the poutine at Burger King better. It is VERY cheap to eat here I suppose but you get what you pay for. If you usually eat high quality all beef hotdogs you will not enjoy the bland mystery meat pink mess they sell. I am not jewish but I have a whole new respect for kosher hot dogs now. If you are only in montreal for a couple days maybe there is higher quality food you would prefer to eat. This stuff was not easy to digest.,American,1.0
0,"This place is the rip off of all rip offs. My boyfriend and I decided to go there for lunch over the summer. We ordered drinks from the bar, ridiculously priced for a restaurant during the day, $9.50 for some mojitos? Come on. They weren't that good. \nNow we were starving when we arrived, I ordered the tilapia and asparagus and he order the meatloaf and potatoes. \nWe received our food and he dug in right away. I just sat and looked at mine. \n\n\""Fourteen dollars for this? How much was yours, eleven dollars?\"" \nMy boyfriend looks at my plate and could only say, \""That's it?\"" \n\nHe received a FULL plate of meatloaf and the other half of mashed potatoes. I had six stalks of asparagus and a piece of fish the size of a child's hand. That was it. \n\nI called the waiter over and asked him if all the fish were this size and he said he thought so and there was nothing wrong with my meal. I asked him if this was worth $14 to him and he said he thought so. I told him, \""I'm not from Scottsdale, I would like to see the manager.\"" \n\nThe manager walks over and proceeds to actually argue with me about the food saying that it is perfectly fine. I said, \""It may be fine, it may taste great, but I'm still going to be hungry after this $14 meal. I would at least like another piece of fish.\"" \nHe tells me for $6 he could get me one more piece of fish and I tell him I'm not paying that for another piece this size. \n\nAt this point my boyfriend is offering me his food, but that's not what I wanted. \n\nFinally I tell the manager just take it back, I'm sorry to see you toss that but you are doing nothing to satisfy this customer. He literally did nothing but argue with me. \n\nI wasn't trying to get a free meal, I just wanted to get what I was paying for. \n\nRude people, overpriced food, crappy bar. \nTake your business somewhere else.",Unknown,1.0
0,"Nothing has worked in this location which is convenient and has good parking because each horrific incarnation at this spot is trying to be some kind of snooty, trendy place to attract the \""in\"" crowd. Word, the \""in\"" crowd went bust on credit card debt. If you want to survive, cater to real people who care about what they are eating. \n\nI was dragged here against my better judgment while attending a meeting in Scottsdale. The place was empty at 7pm. That indicates there is usually a reason. The snooty hostess seated the group but I was already smelling something I did not like. It's an odor one finds in a Mexican restaurant that uses it's oil way too long and has other kitchen issues. The decor is bizarre for a Mexican place and the menu is trying too hard to impress. When I saw the runny plastic goo called chile con queso come out that several had ordered and smelled the stale chips, I actually faked a phone call to get out of there. I had my own car and headed to a bar I know downtown that has never let me down. \n\nThe next day I polled my compadres about dinner and impressions ranged from \""just ok\"" to \""awful\"". I'm indigenous Mexican and pretty hard to please so I'll let those comments tell the story, but if you want real Mexican food, go to the deli at Food City at McKellips and get a green chile burrito and some salsa quemada. $1.29, smells good and tastes good. Skip the $18 entrees and Papi Chulos altogether.",Mexican,1.0
1,"Very pricey for what you get, but it's tasty. Service is slow, partly due to the fact that the customers in front of you are drunk.",Unknown,3.0
